"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Wawak Sewing","http://www.wawak.com/","39185","WAWAK Sewing is the top supplier of quality sewing products, providing fast shipping and huge selection to all professional and home sewers for over 100 years. Our inventory of over 14,000 in-stock, ready-to-ship items are at the guaranteed lowest price","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39185&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=323766&type=3&subid=0","Active","Jen Musok","Affiliate Manager","New York","Conklin","1059 Powers Road ","13748","US","607-775-7905 x240","affiliates@wawak.com","private |7.00% commission on all goods","4.1","% of Sale","2014"," 28-FEB-16","30","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 07-FEB-16","30","90","N",
"Wedgwood","http://www.wedgwood.com","39069","Wedgwood has a heritage of over 250 years of producing products that exhuberate excellence and quality. This iconic brand remains a leading brand on the world stage for tableware and home lifestyle through a portfolio second to none. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39069_337720.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39069&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=337720&type=3&subid=0","Active","Scott Wanamaker","Account Manager","Colorado","Denver","1675 Larimer Street ","80202","US","8662090669","wedgwood@eaccountable.com","6.00% commission on all goods","6.1","% of Sale","2014"," 31-DEC-19","30","90","N","N/A","6.00% commission on all goods","6.1","% of Sale"," 31-DEC-19","30","90","N",
"Westside Wholesale","http://www.westsidewholesale.com/","38779","Westside Wholesale, Inc. is a Wholesale Distributor for the Electrical, Lighting, Heating & Cooling, Air Quality, Plumbing, Security, Pool Supply, and other related industries.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38779_20130830_154913.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38779&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=305676&type=3&subid=0","Active","Joseph Aleman","Marketing Manager","Nevada","Las Vegas","4170 W. Harmon Avenue #5 ","89103","US","877-998-9378","josepha@westsidewholesale.com","private |4.50% commission on all goods","4.1","% of Sale","2013"," 24-JUN-15","30","90","N","N/A","4.50% commission on all goods","3.1","% of Sale"," 19-APR-18","30","90","N",
"bikini.com","http://shop.bikini.com/","39081","Bikini.com is an e-commerce boutique offering a collection of accessible, aspirational, and luxury swimwear and resort accessories. Competitive on price and distinguished by brands both recognized and discovered.  ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39081_20131126_182026.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39081&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315171&type=3&subid=0","Active","Cat McArdle","Affiliate Manager","Nevada","Las Vegas","3930 Howard Hughes Parkway, 4th Floor ","89169","US","7027019514","cmcardle@remarkmedia.com","8.00% commission on all goods","2.1","% of Sale","2014"," 26-NOV-15","30","90","N","N/A","8.00% commission on all goods","2.1","% of Sale"," 26-NOV-15","30","90","N",
"dreamstime.com","http://www.dreamstime.com/","39291","Dreamstime is world's largest community in stock photography, with 8 million registered accounts, 180,000 photographers and 23 million Royalty Free stock photos & images.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39291&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=333624&type=3&subid=0","Active","Jeff Prescott","COO","Tennessee","Brentwood","1616 Westgate Cir ","37027","US","615 771 5611","jeff@dreamstime.com","private |30.00% commission on all goods","4.1","% of Sale","2014"," 01-MAY-19","30","90","N","N/A","30.00% commission on all goods","3.2","% of Sale"," 28-SEP-15","30","90","N",
"drugstore.com","http://www.drugstore.com","2762","Shop drugstore.com for over 75,000 over-the-counter health, beauty and household items -- all at everyday low prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=2762_298782.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=2762&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298782&type=3&subid=0","Active","Mike Winand","Strategic Account Manager","Washington","Bellevue","411 108th Ave. NE Suite #1600","98004","US","425-372-3200","ls-drugstore@linkshare.com","8.00% commission on all goods; [ on selected goods,; 0.00% commission on selected goods]; ","1079.1","% of Sale","2012"," 30-JUN-15","20","90","N","Premium","8.00% commission on all goods; [ on selected goods,; 0.00% commission on selected goods]; ","1263.1","% of Sale"," 01-JAN-16","1","90","N",
"eInvite.com","http://www.einvite.com/","37127","eInvite is the premier online retailer of upscale, customized invitations and stationery for all of life?s most important events, from weddings and parties to births and holiday greetings.  Join today and start enjoying the benefits of our program! ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37127_20111018_133348.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37127&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=244384&type=3&subid=0","Active","Samantha Hunt","eCommerce Channel Marketing Manager","Massachusetts","W. Boylston","216 W. Boylston St ","01583","US","508-438-2177","affiliates@checkernet.com","private |10.00%-10.50% commission on all goods","4.1","% of Sale","2013"," 19-JAN-16","60","90","N","N/A","10.00%-10.50% commission on all goods","3.1","% of Sale"," 15-MAR-16","60","90","N",
"eSportsonline","http://www.eSportsonline.com","25038","eSportsonline sells over 20,000 Sporting Goods & Games. We equip every sport...baseball, basketball, football, soccer and more. Top brands like Nike, Reebok, Wilson, Rawlings and much more. AOV is $85, High Conversions, Free Shipping on orders over $99!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=25038_305879.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=25038&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=305879&type=3&subid=0","Active","Cress Terrell","eCommerce Marketing Manager","Texas","Dallas","1901 Diplomat Drive ","75234","US","972-884-7340","cterrell@esportsonline.com","private |10.00% commission on all goods; [private |5.00% commission on selected goods]; ","40.1","% of Sale","2014"," 17-SEP-15","31","90","N","Premium","5.00%-10.00% commission on all goods; [5.00% commission on selected goods]; ","3.3","% of Sale"," 30-JUL-16","31","90","N",
"eWatches","http://www.ewatches.com/","38129","eWatches.com is a retailer of high quality, name brand watches.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38129_321370.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38129&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321370&type=3&subid=0","Active","Melissa Salas","Affiliate Program Manager","New York","Brooklyn","20 Jay Street Suite 305","11201","US","646-290-8127","affiliates@ewatches.com","10.00% commission on all goods; [private |15.00% commission on selected goods]; ","19.2","% of Sale","2013"," 28-APR-15","30","90","N","N/A","10.00% commission on all goods; [private |15.00% commission on selected goods]; ","19.2","% of Sale"," 28-APR-15","30","90","N",
"factorydirectfilters.com","http://www.factorydirectfilters.com","40213","Factory Direct Filters offers a wide selection of air filter and water filters for residential, commercial  and industrial application.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=40213&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=371951&type=3&subid=0","Active","Affiliate Manager","Affiliate Manager","Florida","Orlando","4157 Seaboard Road ","32808","US","1-855-740-0855","emarketing@conairindustries.com","6.00% commission on all goods","3.1","% of Sale","2015"," 31-DEC-17","14","90","N","N/A","6.00% commission on all goods","3.1","% of Sale"," 31-DEC-17","14","90","N",
"fye.com","http://www.fye.com","24416","f.y.e is your entertainment source for hundreds of thousands of DVD?s, Blu Rays, music CD's, and electronic games for the whole family. We even have used CD's and DVD's where consumers can SAVE! Check out our coupons, discounts, and seasonal offers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=24416&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=134398&type=3&subid=0","Active","fye.com","Affiliate Marketing Manager","New York","Albany","38 Corporate Circle ","12203","US","8474967810","mgunn@profitrank.com","private |5.00% commission on all goods","6.1","% of Sale","2013"," 27-SEP-16","10","90","N","N/A","5.00% commission on all goods","4.5","% of Sale"," 20-NOV-16","10","90","N",
"jollychic.com","http://www.jollychic.com/","39137","Jollychic.com sells thousands of  popular garment brands at reasonable prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39137_20131213_073251.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39137&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317070&type=3&subid=0","Active","Jolly Affiliate","Affiliate Manager","Zhejiang","Hangzhou","702#Gudun Road, West Lake District, ","310010","CN","86-571-88355579","service@jollyaffiliate.com","15.00% commission on all goods","2.1","% of Sale","2014"," 01-JAN-16","45","90","N","N/A","15.00% commission on all goods","2.1","% of Sale"," 01-JAN-16","45","90","N",
"photoweavers.com","http://www.photoweavers.com/","37974","Welcome to Photoweavers, when you care about quality! Photo Blankets - the gift that will be remembered forever.  Order direct from the factory and save. We weave photo blankets, pillows, tote bags, 
and wall hangings. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37974&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280421&type=3&subid=0","Active","Dennis Hasley","Business Development","North Carolina","Columbus","504 East Mills Street ","28722","US","319-461-1815","dennis@photoweavers.com","private |8.00% commission on all goods","5.1","% of Sale","2013"," 31-DEC-18","15","90","N","N/A","8.00% commission on all goods","4.1","% of Sale"," 31-DEC-18","15","90","N",
"refrigiwear.co","http://www.refrigiwear.com/","40068","Since 1954 RefrigiWear has been providing outerwear, footwear, gloves and hats for extreme cold working conditions. In 2014 we expanded to fashion outerwear following the same quality and excellence that sustains our main lines.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=40068_368324.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=40068&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=368324&type=3&subid=0","Active","Mike Henderson","Interactive Marketing Manager","Georgia","Dahlonega","54 Breakstone Dr ","30533","US","8006453744","mhenderson@refrigiwear.com","private |10.00% commission on all goods","7.1","% of Sale","2015"," 31-DEC-15","15","90","N","N/A","10.00% commission on all goods","4.2","% of Sale"," 31-DEC-15","15","90","N",
"{*}1ink.com","http://1ink.com/","37535","1Ink.com a leader in online ink products has been in business over 12 years & is ready to pay you 28% commission on ANY purchase! FREE shipping on orders over $55 & a satisfaction guarantee ensures your consumers ink purchases will be the right one!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37535_256774_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37535&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=256774&type=3&subid=0","Hold","Raymond Davoudikia","1ink Affiliate Manager","California","Burbank","2850 N. California St. Suite 110","91504","US","8666588125","ray@1ink.com","private |28.00% commission on all goods","4.2","% of Sale","2013"," 03-DEC-17","90","90","N","N/A","28.00% commission on all goods","3.4","% of Sale"," 04-DEC-17","90","90","N",
"{*}6ks.com","http://www.6ks.com/","38153","6ks.com is your trusted source for fashionable women's clothing. With a large selection in stock, our products are available in various styles and colors. Competitive prices, superior customer service and fast delivery are guaranteed. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38153&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=289311&type=3&subid=0","Hold","Viven Chen","Marketer","N","Hong Kong","UNIT04?71F BRIGHT WAY TOWER NO.33 MONG KOK RD KL ","999077","HK","00852-27935511","6ksfashion@gmail.com","private |10.00% commission on all goods","8.1","% of Sale","2013"," 13-MAY-15","20","90","N","N/A","10.00% commission/$1.00 flat fee on all goods","15.1","Flat Fee, % of Sale"," 06-MAY-15","30","90","N",
"{*}AndOtherBrands.com","http://www.andotherbrands.com/","38556","And Other Brands brings you three iconic British brands in one click. Shop Oasis, Warehouse, or Coast's beautiful collections today.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38556&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298528&type=3&subid=0","Hold","Andrea Bergshoef","International Ecommerce Manager","New York","New York","740 Broadway, Suite 701 ","10003","US","00442032177870","andrea.bergshoef@warehouse.co.uk","private |7.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-18","30","90","N","N/A","private |7.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","30","90","N",
