"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"{*}Ezy Dog","http://ezydog.com/","37911","EzyDog makes a line of products encompassing the rugged outdoor lifestyle dogs love, along with the comfort and style pet owners prefer. All EzyDog products are designed to help both owners and pets get more out of the great outdoors.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37911&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=267729&type=3&subid=0","Hold","Alisa Gavrylyuk","Affiliate Manager","Idaho","Sandpoint","PO BOX 99 ","83864","US","2082633181","Alisa@versamarketinginc.com","9.00% commission on all goods","3.1","% of Sale","2013"," 05-MAY-14","120","90","N","N/A","9.00% commission on all goods","3.1","% of Sale"," 05-MAY-14","120","90","N",
"{*}Highlights for Children","http://www.highlights.com","3436","The best-loved children's magazine & remarkable toy catalog. New Affiliates -- Earn a $25 Bonus!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=3436_218657.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=3436&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=218657&type=3&subid=0","Hold","","","N",""," ","","","","","10.00% commission on all goods; [$12.00 flat fee on selected goods,; $12.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","675.1","% of Sale","2012"," 26-JUN-14","30","90","N","Premium","10.00% commission on all goods; [$12.00 flat fee on selected goods,; $12.00 flat fee on selected goods,; $5.00 flat fee on selected goods]; ","675.1","% of Sale"," 26-JUN-14","30","90","N",
"{*}Map Your Travels","http://www.mapyourtravels.com/","38162","MapYourTravels offers a variety of personalized maps.The Original World Traveler Map highlights our product line, though we also offer a Ballparks of MLB map, Top 50 U.S. Public Golf Courses, as well as a multitude of other hobby and region specific maps.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38162_20130215_221012.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38162&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=285313&type=3&subid=0","Hold","David Iverson","Affiliate Marketing Manager","Minnesota","St. Louis Park","3990 Alabama Avenue South ","55416","US","8888210151","Marketing@JessenMedia.com","private |10.00%-14.00% commission on all goods","8.1","% of Sale","2013"," 22-MAR-14","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 22-JUN-14","30","90","N",
"{*}Mia Belle Baby","http://www.miabellebaby.com/","38811","MiaBelleBaby.com's affiliate program is paying tiered commissions where the more you sell, the higher your commission payouts get. Default commission: 10%, $5,000 or more: 11%, $10,000+: 12%, $20,000+: 13%, $35,000+: 14%, $50,000+: 15%","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38811&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304694&type=3&subid=0","Hold","Geno Prussakov","Affiliate Program Manager","Virginia","Stafford","PO Box 2707 ","22555","US","703-879-3155","affiliates@miabellebaby.com","10.00%-15.00% commission on all goods","2.1","% of Sale","2013"," 30-MAY-14","365","90","N","N/A","10.00%-15.00% commission on all goods","2.1","% of Sale"," 30-MAY-14","365","90","N",
"{*}My Favorite Pet Shop","http://myfavoritepetshop.com/","37895","My Favorite Pet Shop is a pet suppliers-Dog collars, dog beds, cat trees, dog crates, catnip, dog clothes, Kong, dog harnesses, cat toys, pet carriers, cat treats, dog treats? you'll find the world's coolest pet products here. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37895&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=267469&type=3&subid=0","Hold","Celine Shi","Affiliate specialist","California","San Dimas","515 W Allen Ave, Ste 11 ","91773","US","8007387810","affiliate@myfavoritepetshop.com","10.00%-13.00% commission on all goods","3.1","% of Sale","2013"," 19-MAR-14","60","90","N","N/A","10.00%-13.00% commission on all goods","3.1","% of Sale"," 19-MAR-14","60","90","N",
"{*}Office Depot, Inc","http://www.officedepot.com","926","Earn 0.5%-6% NOW with the industry leader! 1 return days. Work with us today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=926_20110330_141353.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=926&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=261067&type=3&subid=0","Hold","Borce Ancevski","Sr Marketing Analyst","Florida","Boca Raton","2200 Old Germantown Road ","33496","US","111-111-1111","ls-officedepotaffs@linkshare.com","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale","2012"," 17-JUL-14","1","90","N","N/A","2.00%-7.00% commission on all goods","48.2","% of Sale"," 24-FEB-16","15","90","N",
"{*}Office Depot, Inc","http://www.officedepot.com","926","Earn 0.5%-6% NOW with the industry leader! 1 return days. Work with us today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=926_20110330_141353.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=926&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=261067&type=3&subid=0","Hold","Borce Ancevski","Sr Marketing Analyst","Florida","Boca Raton","2200 Old Germantown Road ","33496","US","111-111-1111","ls-officedepotaffs@linkshare.com","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale","2012"," 17-JUL-14","1","90","N","N/A","0.50% commission on all goods; [0.00% commission on selected goods,; 0.50% commission on selected goods,; 1.00% commission on selected goods,; 2.00% commission on selected goods,; 3.00% commission on selected goods,; 4.00% commission on selected goods,; 5.00% commission on selected goods,; 6.00% commission on selected goods]; ","589.2","% of Sale"," 17-JUL-14","1","90","N",
"{*}Optima Batteries","http://www.optimabatteries.com/","38805","Buy your performance batteries and dry cell batteries at the Official Optima Batteries site, with sealed Spiral cell battery power for any application!!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38805&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=303085&type=3&subid=0","Hold","Kent Heltne","VP of Sales","Arizona","Scottsdale","13118 N. 145th Way ","85259","US","4806597874","kenth@eaccountable.com","8.00% commission on all goods","5.1","% of Sale","2013"," 31-DEC-18","30","90","N","N/A","8.00% commission on all goods","5.1","% of Sale"," 31-DEC-18","30","90","N",
"{*}PhoneSale & TabletMall","http://www.phonesale.com","36778","PhoneSale.com offers the top brands and the most popular phones and accessories. Every order comes with fast FREE Shipping and customer service support. PhoneSale.com guarantees 100% satisfaction on all orders.
Tablet Mall offers accessories for tablets.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36778_20110406_184759.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36778&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=226301&type=3&subid=0","Hold","Arin Ghosh","Director of Affiliate Relations","California","Orange","1410 N Batavia St. ","92867","US","7142781930","arin@phonesale.com","private |5.00% commission on selected goods; [private |10.00% commission on selected goods]; ","7.2","% of Sale","2013"," 19-MAY-14","45","90","N","N/A","5.00% commission on all goods; [10.00% commission on selected goods]; ","11.1","% of Sale"," 09-JAN-16","45","90","N",
"{*}Priceplunge","http://www.priceplunge.com/","36615","priceplunge.com is not just some place to shop ? it's more like an addiction. How addicted? Well, you'll find yourself stopping back every day to check out our killer Deal of the Day. And so you didn't have any doubts ? we Plunge prices, not toilets! ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36615_20110414_213746.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36615&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=230793&type=3&subid=0","Hold","Rick Gardiner","Affiliate Manager","Ohio","Lagrange","280 Opportunity Way ","44050","US","612.216.1833","priceplunge@gardinermedia.com","private |5.00%-8.00% commission on all goods","5.1","% of Sale","2012"," 14-JUL-14","30","90","N","N/A","5.00% commission on all goods","3.3","% of Sale"," 15-FEB-17","30","90","N",
"{*}Pure Matters","http://www.purematters.com/","37550","The Pure Matters Advantage:
We at Pure Matters strive to be partners in your health, supporting your goals by providing only the best, all-natural, wholesome vitamins, minerals and supplements. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37550_258236.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37550&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=258236&type=3&subid=0","Hold","Amanda Hyland","Director of Marketing","Virginia","Herndon","607 Herndon Parkway Suite 210","20170","US","000000000","amanda@purematters.com","private |10.00%-20.00% commission on all goods","8.1","% of Sale","2013"," 01-JUN-14","7","90","N","N/A","10.00%-20.00% commission on all goods","4.2","% of Sale"," 16-MAY-14","7","90","N",
"{*}Stopzilla","http://www.stopzilla.com/","38111","Award Winning AntiMalware and AntiVirus Software for the PC.  $39.95 base price with $25 payout.  Software comes with a free 14 day trial, most purchase STOPzilla in the first 3 hours of the download.  We don't cap affiliates, unlimited earning potential.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38111&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=286764&type=3&subid=0","Hold","Jon Nunez","Affiliate Manager","Florida","Orlando","56 E Pine St Suite 301","32801","US","4074254718","StopZilla@affiliatemanager.com","private |$25.00-28.00 flat fee on all goods","6.1","Flat Fee","2013"," 29-MAY-18","90","90","N","N/A","$25.00 flat fee on all goods","5.1","Flat Fee"," 27-MAR-14","90","90","N",
"{*}SweetJack","www.SweetJack.com","37512","SweetJack offers the best daily deals and deal marketplace?get discounts of 50%-90% on hundreds of restaurants, bars, sporting events, hotels, spas, classes, family activities and more. Locals are raving and we?re rapidly growing!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37512_20120419_154009.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37512&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=254914&type=3&subid=0","Hold","Brandy Butler","Marketing Coordinator","Georgia","Atlanta","3280 Peachtree Road NW Suite 2300","30305","US","4042606784","publisher@sweetjack.com","10.00% commission on all goods","2.1","% of Sale","2012"," 08-MAY-14","14","90","N","N/A","10.00% commission on all goods","2.1","% of Sale"," 08-MAY-14","14","90","N",
"{*}Tungsten World Inc","http://www.tungstenworld.com/","38149","Tungsten World ? the makers of tungsten jewelry, tungsten wedding bands and the exclusive retailer of Tungsten Forever. With TungstenWorld.com, you will earn 15% commission from the leader in Tungsten Jewelry.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38149_20130206_161428.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38149&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=280658&type=3&subid=0","Hold","Chris Brunasso","marketing","California","Brea","471 W. Lambert Rd. #110 ","92821","US","714-256-4310","chris@tungstenworld.com","private |15.00% commission on all goods","4.1","% of Sale","2013"," 31-DEC-18","60","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 31-DEC-18","60","90","N",
"{*}What A Beautiful Life","http://www.whatabeautifullife.com/","37161","We offer you a chance to form long-term business partnerships with us. The business world is ruthless and the competition is fierce, teamwork is essential when it comes to success. Take the initiative today and join our affiliate program now!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37161&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=245195&type=3&subid=0","Hold","Allen","Marketing Dept.","Ontario","North York","1307-33 Empress Ave. ","M2N 6Y7","CA","1-647-898-8136","shuangyongli@whatabeautifullife.com","private |10.00% commission on all goods","9.2","% of Sale","2013"," 06-JAN-16","15","90","N","N/A","10.00% commission on all goods","8.1","% of Sale"," 29-DEC-14","15","90","N",
"{*}WorldJewels","http://www.worldjewels.com/","35957","Join the WorldJewels Affiliate Program today and feel proud knowing you are marketing the outstanding WorldJewels products! The WorldJewels affiliate program is professionally managed by Paulson Management Group, Inc. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=35957_209673_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35957&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=209673&type=3&subid=0","Hold","Stephen Hage","Rakuten LinkShare Account Manager","New York","New York","215 Park Ave South ","10003","US","312-325-7562","stephen.hage@linkshare.com","private |8.00% commission on all goods","4.2","% of Sale","2013"," 29-SEP-14","30","90","N","N/A","8.00% commission on all goods","3.3","% of Sale"," 17-MAR-15","30","90","N",
